index,name,test_id,group,nan_count_training,min_training,p01_training,p05_training,median_training,p95_training,p99_training,max_training
31,test0_static_spiral_turn_rate_abs_median,0,turn,1,2.3325634799268755,2.4192820663075025,2.668056697191041,3.9797119146258524,7.187326982036154,12.437463661944207,13.710513047130462
32,test0_static_spiral_turn_rate_iqr,0,turn,1,3.4514244500877425,3.562852650845066,4.330099137415305,7.703660504892362,14.528587127232218,23.96778942537562,27.22502066459026
33,test0_static_spiral_z_p90,0,z,1,0.0,0.0,0.0,0.0,3.442424242424461,7.190909090909644,7.272727272729856
34,test0_static_spiral_z_rate_abs_mean,0,z,1,0.0,0.0,0.0,17.006461665975145,79.24749249170853,101.25425191160895,106.98229784084208
35,test0_static_spiral_z_zero_ratio,0,z,1,0.7641046606704824,0.7983537513745171,0.8638172518830329,0.9694328414249029,1.0,1.0,1.0
36,test1_dynamic_spiral_acceleration_iqr,1,acceleration,5,507.4007204427112,509.25192806685095,532.1693423560307,761.242589957819,4351.018654145454,9857.121208776782,11745.99149675779
37,test1_dynamic_spiral_acceleration_rms,1,acceleration,5,675.7692953756747,676.4158201271547,703.2932192537919,1119.5583239816224,8230.473568333047,14397.289991348616,15873.099985786095
38,test1_dynamic_spiral_curvature_median,1,curvature,5,0.0024415574319141,0.00466998491707571,0.006691309746659115,0.02482466251032015,0.0938104163397199,0.12033777776788813,0.1291360047304854
39,test1_dynamic_spiral_curvature_p90,1,curvature,5,0.0320510035260265,0.03273924051627966,0.044867124283766456,0.17910269131921155,0.9247517328191295,1.358044909082763,1.4854552426133478
40,test1_dynamic_spiral_duration_seconds,1,duration,5,3.390909090909091,3.7975454545454546,5.465000000000001,17.06818181818182,52.704090909090915,73.90981818181822,78.76363636363637
41,test1_dynamic_spiral_grip_angle_circular_concentration,1,grip,5,0.7774577834150488,0.8320324360744227,0.9421930741425034,0.9769996657763651,0.9929229713011256,0.9949304461567755,0.995916418682177
42,test1_dynamic_spiral_grip_angle_circular_std,1,grip,5,0.0904648208369659,0.10061422156956648,0.11913420619951089,0.21572505971328604,0.34420750063132266,0.6041849783978498,0.7095434225773474
43,test1_dynamic_spiral_grip_angle_rate_abs_mean,1,grip,5,0.5241694554627133,0.5493274899443891,0.6215081349069491,1.2958869886865751,4.7410097337657815,11.870925405274695,12.529287354409554
44,test1_dynamic_spiral_grip_angle_rate_iqr,1,grip,5,0.3684583976435007,0.5267985458936167,0.8498783829850607,1.7951958020508698,5.823945547748583,9.126451325053962,12.073938432546456
45,test1_dynamic_spiral_jerk_iqr,1,jerk,5,34706.15218746546,35303.364102967,35959.08477188487,42881.155008289905,140077.69364018633,418995.95464501955,472588.09128790814
46,test1_dynamic_spiral_jerk_rms,1,jerk,5,53866.86325807011,54007.414545281055,54738.889120046486,66361.96530808444,289332.5035650314,639391.7674776919,643289.1614176389
47,test1_dynamic_spiral_motion_peak_frequency_3_8hz,1,motion,5,3.0018913807079173,3.0077064456765394,3.025493254209779,3.1920507494526467,4.483317183462533,6.71496512560953,6.764705882352941
48,test1_dynamic_spiral_motion_power_ratio_3_8hz,1,motion,5,0.0019505907878929,0.004833207628431393,0.02430319267670765,0.10622701313466965,0.36449458030884346,0.6911519705142223,0.8681329918081276
49,test1_dynamic_spiral_motion_power_ratio_4_6hz,1,motion,5,0.0003829361167622,0.00131951700256148,0.004121581049941495,0.0260981116859295,0.10963379614585148,0.30430483134041697,0.4802522468461909
50,test1_dynamic_spiral_motion_spectral_entropy_1_25hz,1,motion,5,0.1606374004386112,0.20983333373685453,0.3339012095099372,0.600076054976695,0.7005258232773695,0.7238917950910506,0.7439250015296024
51,test1_dynamic_spiral_path_length,1,path,5,1298.1742364373722,1330.7166792181372,1716.4789488066983,1991.8260807410188,3709.771257660018,4705.270875212192,5475.382038119247
52,test1_dynamic_spiral_pressure_iqr,1,pressure,5,0.0,15.029870129870124,30.588311688311453,81.59126984126982,151.51428571428588,194.85320707070775,280.739898989899
53,test1_dynamic_spiral_pressure_median,1,pressure,5,360.0,362.13,386.22987012987016,727.1396103896104,983.2229797979797,1016.9696103896105,1023.0
54,test1_dynamic_spiral_pressure_p90_p10,1,pressure,5,49.45454545454538,50.11075757575755,72.0792424242424,189.31796536796503,401.4912987012989,650.0997150384193,759.5863498203925
55,test1_dynamic_spiral_pressure_peak_frequency_3_8hz,1,pressure,5,3.0018913807079173,3.002197745469175,3.0164231566739113,3.4045964912280704,7.254289517573793,7.752078260305243,7.803203661327232
56,test1_dynamic_spiral_pressure_power_ratio_3_8hz,1,pressure,5,0.0989091020234564,0.12549983161608197,0.14385412145134485,0.26304078938402414,0.6083197352771017,0.8504064065619691,0.9790692091154142
57,test1_dynamic_spiral_pressure_power_ratio_4_6hz,1,pressure,5,0.018562683615613,0.025846445717215165,0.03686555441388024,0.07575501105094415,0.1916047193168042,0.36162780330242217,0.469305242388742
58,test1_dynamic_spiral_pressure_rate_abs_mean,1,pressure,5,52.12895149614011,64.99244406130929,88.9098584978608,152.3045567839677,584.3758604985873,1035.46506511843,1045.657588714579
59,test1_dynamic_spiral_pressure_rate_iqr,1,pressure,5,0.0,13.185714285701923,54.90476190473774,126.2834821428196,451.1785714285759,1084.4642857142949,1604.2857142856992
60,test1_dynamic_spiral_pressure_robust_cv,1,pressure,5,0.0,0.019565004947641237,0.03381216289663921,0.11404315233548154,0.34086203522031855,0.43311679953536614,0.4649605607640918
61,test1_dynamic_spiral_pressure_spectral_entropy_1_25hz,1,pressure,5,0.4035785389752131,0.5187718286807892,0.6145809984617534,0.7434946257165298,0.8826090392621416,0.8998573042150065,0.9234030836542544
62,test1_dynamic_spiral_speed_iqr,1,speed,5,19.03771577118705,21.72014613812848,26.338887808601473,87.12267213543612,462.8307640770824,539.1839834326117,672.3249937781636
63,test1_dynamic_spiral_speed_median,1,speed,5,22.55555555554929,25.580646586305868,35.026724697347525,117.88978427352355,386.0660149991956,695.8168269463598,1046.4034012391985
64,test1_dynamic_spiral_speed_p90,1,speed,5,44.302216568000205,55.765569159152676,66.25185186088262,202.88799876440362,842.3670084373168,1040.277340844171,1361.1659080902746
65,test1_dynamic_spiral_speed_robust_cv,1,speed,5,0.3917323093723929,0.3997353040004878,0.44946781553579956,0.7930761352167812,1.4971393587022812,2.1938130579246913,2.327984056997139
66,test1_dynamic_spiral_stationary_ratio,1,stationary,5,0.0,0.0,0.0,0.01311273438063365,0.11271512564767842,0.1594557597145409,0.1922153418425376
67,test1_dynamic_spiral_turn_rate_abs_median,1,turn,5,2.21296525858736,2.336267092898291,2.5457840361593753,3.8330762585554794,7.390297313568794,13.664539073173774,15.876666114116231
68,test1_dynamic_spiral_turn_rate_iqr,1,turn,5,3.320483409402101,3.3899058939454316,4.016066507996259,7.110577018418837,14.720022683906986,25.910504255780467,28.127459536986834
69,test1_dynamic_spiral_z_p90,1,z,5,0.0,0.0,0.0,0.0,5.016363636363673,7.186666666666615,7.272727272727441
70,test1_dynamic_spiral_z_rate_abs_mean,1,z,5,0.0,0.0,0.0,17.0459201983021,88.5629187851022,122.59823943145747,137.3139745916515
71,test1_dynamic_spiral_z_zero_ratio,1,z,5,0.75858310626703,0.7882468140660774,0.8321290312966382,0.9687266515851599,1.0,1.0,1.0
